No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
1,2013,3,1,0,76.98685661204493,107.58286290317979,19.851134773565047,,1628.171261499168,64.04747505315504,8.411249147111523,1009.0148080117392,-0.13314751222750054,0.0,NNW,2.3080763977989287,Aotizhongxin
2,2013,3,1,1,84.19837076043582,116.80507140650073,13.982820828098966,58.53622486311596,1805.0424917885734,45.250595198778896,8.34009619545313,1010.4271641579396,-0.6703737932128315,0.0,NNW,2.706978722257232,Aotizhongxin
3,2013,3,1,2,94.02455355976296,143.83720394784532,,47.49637272924086,1981.7308307203134,45.781749553232814,4.212901292254333,1008.6367271318281,-5.975488389521994,0.0,NNW,1.5149567093953324,Aotizhongxin
4,2013,3,1,3,106.3298764209915,138.09503571467795,,71.93131637245983,2063.0325088449645,37.73209796539316,8.417162935078267,1010.3570525877265,-3.639893845559121,0.0,NNW,2.4285852874614116,Aotizhongxin
5,2013,3,1,4,110.16082160003488,146.59995784858285,20.08671158162505,50.66564704970447,2268.9010633412677,42.702946175870515,6.176044212352796,1009.0200366627022,-4.564222486154055,0.0,NNW,1.5211775667651226,Aotizhongxin
6,2013,3,1,5,,167.47282994705265,13.918703387391137,59.32033586356044,2299.2983135134573,41.3548910828642,4.060628148104904,1006.7039668084362,-2.290826953022861,0.0,NNW,0.48502285733415107,Aotizhongxin
7,2013,3,1,6,119.56036292073456,161.42915873718977,13.391259940382845,68.8320209927359,2324.7198341379462,43.910786773973975,6.66113501700619,1004.9051838991679,-1.3511933344626406,0.0,NNW,2.365891705748066,Aotizhongxin
8,2013,3,1,7,121.60787662601825,179.25635804974144,19.1679313106434,57.48998624816051,2321.7499959764777,39.33384262741778,12.131498746325228,1009.2466642605948,5.384807120706332,0.0,NNW,3.6595064107357613,Aotizhongxin
9,2013,3,1,8,116.73296640713954,180.42051280008243,20.07084520917203,64.4310607611235,2263.57123866805,40.065902605077994,14.276653263418385,1007.5345674278802,5.402882869555842,0.0,NNW,1.0432829143606983,Aotizhongxin
10,2013,3,1,9,114.13564790354667,155.771956795549,15.159940422719568,61.07074425415731,2130.9908113724678,60.86256847472233,15.027140222340753,1005.2277129627323,6.879636731952113,0.0,NNW,2.1435038682974277,Aotizhongxin
11,2013,3,1,10,106.06877369670039,155.3099064411336,14.233919768570974,53.503405840618235,2134.6635591229547,32.25640929802823,17.813067005611984,1006.4352392020602,12.23280325705031,0.0,NNW,3.047804119682284,Aotizhongxin
12,2013,3,1,11,96.970426035495,124.2216736362944,17.978513114991006,56.835585210774894,1953.5985925821358,70.48562247372936,18.253084589411042,1011.5811716346334,12.582168497897168,0.0,NNW,1.9184113396791957,Aotizhongxin
13,2013,3,1,12,90.17370376868351,133.790518256835,16.688563441371393,43.173113658738885,1743.974640198265,57.101780911316034,24.053231922218487,1009.448387614469,17.466190121106898,0.0,NNW,0.8585327244027958,Aotizhongxin
14,2013,3,1,13,74.75601143697669,106.65265587163503,13.292681593323614,41.675947648460024,1483.3505526377005,72.17939199124606,22.178603407682687,1017.0133902127199,14.482230088618316,0.0,NNW,2.0359665571841172,Aotizhongxin
15,2013,3,1,14,60.62091146000019,89.59965886560241,14.840605163558227,44.17177501990323,1275.1118922831317,69.24340319406399,25.926369929575806,1012.6258594312814,18.703324070899665,0.0,NNW,3.192287985223188,Aotizhongxin
16,2013,3,1,15,152.1585579074399,206.5662603500619,7.941859206906824,37.18335405647578,1972.329036093599,70.65225323414741,27.028063552997708,1015.5348124552182,19.584021000965794,0.0,NNW,1.5947724057293111,Aotizhongxin
17,2013,3,1,16,143.33967474816544,,9.602068229816895,33.9676302508249,1888.1985814466457,86.49640702255324,24.731491594219946,1016.6483509512428,16.48110140373877,0.0,NNW,2.1857942840385016,Aotizhongxin
18,2013,3,1,17,141.59965140340765,203.27203261226572,15.11400368590568,16.488046656484393,1717.9070437317966,94.56942874337113,25.111671087027688,1015.3708736529717,16.50511637286709,0.0,NNW,1.157177863829229,Aotizhongxin
19,2013,3,1,18,136.94532988999487,171.08943032119825,10.204966389819452,29.198340604010575,1639.6833369887927,89.73007954967404,24.842527373904016,1012.5203459388441,18.526079291855705,0.0,NNW,1.9204216209696923,Aotizhongxin
20,2013,3,1,19,132.3183402959816,182.07217149194892,10.549308412315655,18.653493146462594,1749.5584305319892,78.72698779039789,20.401953198816106,1017.2114193266779,10.458511875471903,0.0,NNW,2.309353231555147,Aotizhongxin
21,2013,3,1,20,141.17794804680676,207.06094592972914,17.587712738981025,17.428172086087017,1693.6564934814562,117.76413572276766,17.32523772637729,1014.8236470387177,11.556275142250252,0.0,NNW,2.1006822429496967,Aotizhongxin
22,2013,3,1,21,145.04240152279732,204.9783394906466,7.26643959652095,30.284213605989297,1827.0699592951273,89.66340623832622,14.899720713672727,1015.7686107611656,6.486556503551005,0.0,NNW,1.6548020958027712,Aotizhongxin
23,2013,3,1,22,151.52571777714545,231.61943133590174,14.889291099926329,27.765638506787276,1999.8628475916207,81.83342304207254,11.29732769496666,1014.2553378955225,1.3262474379201354,0.0,NNW,2.3543941648929523,Aotizhongxin
24,2013,3,1,23,153.06215367921595,224.53810667672008,18.69786361391169,46.14856084866938,2042.9479380024673,62.940833820141,8.851624310894694,1013.8206777216562,0.0333670243497759,0.0,NNW,2.5355980456440013,Aotizhongxin
25,2013,3,2,0,158.6491941341909,215.5698879046115,14.025426220504361,51.51628367756259,2324.8010062138574,53.74834211710961,8.592542333873078,1015.1237402413121,-0.7190694967638322,0.0,NNW,2.588479196253459,Aotizhongxin
26,2013,3,2,1,166.857455846106,233.87357198306276,18.87298758607714,34.955371010598874,2481.2325283351115,50.73113311400759,6.093821228931686,1009.6135387490332,-2.769690299224089,0.0,NNW,1.765657091936785,Aotizhongxin
